INFO:root:Serial port /dev/ttyACM0 opened successfully.
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:48.595   34.696646260  -82.794422570  2591.9903   5   4  69.7410 175.2031 294.6857   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:48.799   34.696668626  -82.794412521  2587.8242   5   5  69.5206 174.6310 293.7359   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:48.799   34.696668626  -82.794412521  2587.8242   5   5  69.5206 174.6310 293.7359   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:48.999   34.696687522  -82.794404011  2584.2988   5   5  69.4110 174.3466 293.2636   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:48.999   34.696687522  -82.794404011  2584.2988   5   5  69.4110 174.3466 293.2636   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:49.199   34.696703924  -82.794396705  2581.2381   5   5  69.3016 174.0627 292.7923   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:49.199   34.696703924  -82.794396705  2581.2381   5   5  69.3016 174.0627 292.7923   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:49.399   34.696720073  -82.794389500  2578.2282   5   5  69.1931 173.7810 292.3244   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:49.399   34.696720073  -82.794389500  2578.2282   5   5  69.1931 173.7810 292.3244   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:49.599   34.696734102  -82.794383457  2575.6203   5   5  69.0845 173.4989 291.8561   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:49.599   34.696734102  -82.794383457  2575.6203   5   5  69.0845 173.4989 291.8561   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:49.799   34.696745969  -82.794378447  2573.4258   5   5  68.9761 173.2177 291.3892   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:49.799   34.696745969  -82.794378447  2573.4258   5   5  68.9761 173.2177 291.3892   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:49.999   34.696758018  -82.794373331  2571.2067   5   5  68.8685 172.9384 290.9255   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:49.999   34.696758018  -82.794373331  2571.2067   5   5  68.8685 172.9384 290.9255   0.0000   0.0000   0.0000   0.00    0.0
